"Petition","URL","State","Signatures Count"
"Fund Breast Cancer Screening from Age 40 & Alternative Screening Options","https://petition.parliament.uk/petitions/700062","closed",4802
"Introduce a Long-Term Visit Visa for Parents of British Citizens and ILR Holders","https://petition.parliament.uk/petitions/700067","closed",4611
"Reverse changes to Winter Fuel Payment ","https://petition.parliament.uk/petitions/700074","closed",62034
"Hold a Public Inquiry into the state pension age change for 1950s women","https://petition.parliament.uk/petitions/700076","closed",7724
"Legalise use of privately owned e-scooters and e-bikes on public roads","https://petition.parliament.uk/petitions/700078","closed",443
"Exempt all social care providers from the employer NIC increase","https://petition.parliament.uk/petitions/700080","closed",40577
"Create an NHS staff recruitment agency","https://petition.parliament.uk/petitions/700082","closed",107
"Toughen up the law to ensure stricter punishment for child sexual abuse material","https://petition.parliament.uk/petitions/700084","closed",477
"Set rules about when a service/venue can describe itself as accessible","https://petition.parliament.uk/petitions/700085","closed",444
"Introduce 16 as the minimum age for children to have social media","https://petition.parliament.uk/petitions/700086","closed",132102
"Stop deducting carer's allowance from income based welfare","https://petition.parliament.uk/petitions/700091","closed",607
"Referendum on changing the Electoral System To Proportional Representation (PR)","https://petition.parliament.uk/petitions/700109","closed",42329
"Give State Pension to all at 60 and increase it to equal 48hrs at Living Wage","https://petition.parliament.uk/petitions/700113","closed",27456
"Legalise adult adoption","https://petition.parliament.uk/petitions/700114","closed",579
"Bring all social care into the public sector, under the NHS & stop means testing","https://petition.parliament.uk/petitions/700116","closed",411
"Fund free TV licences for all pensioners","https://petition.parliament.uk/petitions/700117","closed",54270
"Recognise Palestine as a State and seek immediate ceasefire in Gaza ","https://petition.parliament.uk/petitions/700119","closed",5034
"Stop Means Testing Pensioners and increase the State Pension","https://petition.parliament.uk/petitions/700120","closed",14563
"Abolish the basic State Pension, increase the new State Pension and pay to all.","https://petition.parliament.uk/petitions/700122","closed",5892
"Require a, ""no confidence,"" vote on the ballot for all elections/referendums.","https://petition.parliament.uk/petitions/700131","closed",2105
"Make Black history part of the curriculum in all schools","https://petition.parliament.uk/petitions/700134","closed",215
"Don't change inheritance tax relief for working farms","https://petition.parliament.uk/petitions/700138","closed",154007
"Call a General Election","https://petition.parliament.uk/petitions/700143","closed",3084715
"Set the age requirement to buy tobacco to 21, do not gradually increase it.
","https://petition.parliament.uk/petitions/700150","closed",93
"Create a scheme for long-term residents who overstayed their visa to gain ILR","https://petition.parliament.uk/petitions/700159","closed",30
"Fund at home smear test kits for females when requested.","https://petition.parliament.uk/petitions/700160","closed",154
"Require MPs proven to mislead public to resign and create 'fact check' committee","https://petition.parliament.uk/petitions/700161","closed",10205
"Impose Financial Sanctions Against The UAE","https://petition.parliament.uk/petitions/700162","closed",1143
"Reduce University student tuition fee cap from £9,250 to £3,000","https://petition.parliament.uk/petitions/700167","closed",278
"Remove the 28 day time limit from the unduly lenient sentence scheme for murder","https://petition.parliament.uk/petitions/700168","closed",14062
"Investigate the claims of £22 Billion black hole","https://petition.parliament.uk/petitions/700170","closed",1888
"Change the legal driving age to 15","https://petition.parliament.uk/petitions/700172","closed",235
"Fund menopause support being added to the NHS Health Checks for women over 40","https://petition.parliament.uk/petitions/700178","closed",2639
"Commercial Pilot Training to be VAT exempt and introduce new funding options","https://petition.parliament.uk/petitions/700183","closed",445
"Commission a public inquiry into the impact of the UK exiting the European Union","https://petition.parliament.uk/petitions/700184","closed",10653
"Don’t require health & care workers to update visa for additional work","https://petition.parliament.uk/petitions/700185","closed",70
"Create a public consultation on freedom of speech and disinformation","https://petition.parliament.uk/petitions/700186","closed",23426
"Run a public information campaign on the climate crisis
","https://petition.parliament.uk/petitions/700189","closed",24114
"Review how to turn the MHRA into a fully transparent, patient first regulator","https://petition.parliament.uk/petitions/700190","closed",3680
"Reform e-petitions - referendum at 1m, no word limits, immediate publication","https://petition.parliament.uk/petitions/700191","closed",611
"Reduce time & improve conditions for guinea-pigs in quarantine after entering UK","https://petition.parliament.uk/petitions/700197","closed",167
"Ban fireworks","https://petition.parliament.uk/petitions/700199","closed",497
"Review NHS approach to shared care for ADHD medication.","https://petition.parliament.uk/petitions/700214","closed",737
"Make Shared Ownership and Social Housing eligible for the Boiler Upgrade Scheme","https://petition.parliament.uk/petitions/700216","closed",104
"An independent evaluation of the Cass review on child gender services","https://petition.parliament.uk/petitions/700217","closed",17353
"Legalise Euthanasia for people with incurable mental and physical conditions.","https://petition.parliament.uk/petitions/700218","closed",273
"Review how the rights of trans athletes are respected in sports","https://petition.parliament.uk/petitions/700219","closed",2236
"Mandate that schools use trans students' chosen names and pronouns.","https://petition.parliament.uk/petitions/700221","closed",1539
"Make it illegal to sell, buy and use fireworks other than silent ones","https://petition.parliament.uk/petitions/700223","closed",1024
"Do not reduce the Right to Buy discount","https://petition.parliament.uk/petitions/700226","closed",5218
"Raise help to buy ISA threshold to up to £350,000 (or up to £550,000 in London)","https://petition.parliament.uk/petitions/700233","closed",135
"Make it illegal to smoke in a home if there are children living in it","https://petition.parliament.uk/petitions/700240","closed",65
"Require all MPs to be solely British Citizens","https://petition.parliament.uk/petitions/700244","closed",520
"Scrap GCSE exams","https://petition.parliament.uk/petitions/700247","closed",231
"Stop road tax on zero-emission vehicles (ZEVs) from 2025","https://petition.parliament.uk/petitions/700253","closed",1644
"Establish a capacity limit for trains.","https://petition.parliament.uk/petitions/700255","closed",150
"Calculate child maintenance based on net rather than gross pay","https://petition.parliament.uk/petitions/700259","closed",627
"Ban animal testing for human products and medicines","https://petition.parliament.uk/petitions/700262","closed",16302
"Stop all foreign aid","https://petition.parliament.uk/petitions/700263","closed",2317
"Require landfills that cause smells and toxins near residential areas to close","https://petition.parliament.uk/petitions/700273","closed",10322
"Require employers to fund private health insurance for their employees","https://petition.parliament.uk/petitions/700281","closed",65
"Provide day 1 financial support to parents caring for a seriously ill child","https://petition.parliament.uk/petitions/700285","closed",19396
"Fund more CAR T Cell Therapy for eligible patients","https://petition.parliament.uk/petitions/700292","closed",11234
"Introduce new air quality and PPE rules for health and social care settings","https://petition.parliament.uk/petitions/700304","closed",7911
"Do not change inheritance tax rules for pensions","https://petition.parliament.uk/petitions/700306","closed",865
"Cap all property management fees and service charges","https://petition.parliament.uk/petitions/700308","closed",1386
"Increase funding and support for animal rescue and rehabilitation organisations.","https://petition.parliament.uk/petitions/700310","closed",571
"Legally recognise Non-Binary as a gender","https://petition.parliament.uk/petitions/700312","closed",8290
"Extend the theory test expiry date from the current 2 years to 3 years","https://petition.parliament.uk/petitions/700314","closed",250
"Automatic fast track benefits for anyone diagnosed with a terminal illness.","https://petition.parliament.uk/petitions/700315","closed",2237
"End the Badger cull and adopt other approaches to bovine TB control","https://petition.parliament.uk/petitions/700317","closed",102458
"Commission a Treasury Review On The Practicalities Of Levying A Wealth Tax.","https://petition.parliament.uk/petitions/700319","closed",651
"Ban all forms of hunting and introduce harsher penalties","https://petition.parliament.uk/petitions/700320","closed",5583
"Review current legislation and regulation of gambling adverts","https://petition.parliament.uk/petitions/700323","closed",368
"Pay all unpaid carers carer's allowance, to recognise and support them","https://petition.parliament.uk/petitions/700326","closed",77
"Seek to expel the USA from the UN using Article 6 of the UN Charter","https://petition.parliament.uk/petitions/700331","closed",711
"Remove Permitted Development Rights for all additional telecoms infrastructure.","https://petition.parliament.uk/petitions/700333","closed",3270
"Introduce new rules for resurfacing roads so loose stones can't be left","https://petition.parliament.uk/petitions/700339","closed",487
"Fund a veterinary service for pets so people don’t have to pay vet fees","https://petition.parliament.uk/petitions/700344","closed",270
"Abolish whole life orders and reintroduce the death penalty","https://petition.parliament.uk/petitions/700357","closed",9085
"Review the NHS emergency treatment system","https://petition.parliament.uk/petitions/700364","closed",122
"Shorten the hours in which fireworks can be set off.","https://petition.parliament.uk/petitions/700371","closed",130
"Introduce a duty of candour to all MPs","https://petition.parliament.uk/petitions/700384","closed",370
"Reassess the classification of Cannabis and decriminalize it.","https://petition.parliament.uk/petitions/700385","closed",5494
"Allow BN(O)s ETA-free entry","https://petition.parliament.uk/petitions/700387","closed",12186
"Raise the standard tax-free Personal Allowance to £45,000","https://petition.parliament.uk/petitions/700391","closed",47717
"Create a rising tax rate to create a maximum income level","https://petition.parliament.uk/petitions/700392","closed",88
"Reform the Public Health Act to prevent future lockdowns without MP's scrutiny","https://petition.parliament.uk/petitions/700393","closed",346
"Enforce 11 p.m. fireworks curfew to protect community peace","https://petition.parliament.uk/petitions/700394","closed",139
"Seek to rejoin the European Union Single Market and start discussions now","https://petition.parliament.uk/petitions/700402","closed",1273
"Ban explicit violence and sexualisation in Computer & Video Games","https://petition.parliament.uk/petitions/700403","closed",67
"Require all businesses and public services to accept cash payments ","https://petition.parliament.uk/petitions/700404","closed",17106
"Change rules so parents with 50/50 shared care don’t pay child maintenance","https://petition.parliament.uk/petitions/700409","closed",669
"Stop individuals in non-fault accidents being charged more for car insurance","https://petition.parliament.uk/petitions/700412","closed",847
"Make GCSE exams free for home educated children under 18","https://petition.parliament.uk/petitions/700413","closed",13235
"Remove priority need requirements from homelessness legislation.","https://petition.parliament.uk/petitions/700423","closed",209
"Require police to delete data collected due to false allegations.","https://petition.parliament.uk/petitions/700425","closed",259
"New legislation; ensure informed consent is always given to avoid patient harm.","https://petition.parliament.uk/petitions/700427","closed",2966
"Change the law so those on life sentence for murder are not eligible for release","https://petition.parliament.uk/petitions/700435","closed",8400
"Nationalise the UK water industry","https://petition.parliament.uk/petitions/700436","closed",6369
"To create buffer zones around schools, stopping intimidation of staff & children","https://petition.parliament.uk/petitions/700442","closed",31
"Introduce presumed liability for civil cases from road traffic collisions","https://petition.parliament.uk/petitions/700451","closed",4916
"Legally Require All Job Listings to Show Salaries Upfront","https://petition.parliament.uk/petitions/700482","closed",10199
"Introduce requirements for firework sellers to inform buyers about laws","https://petition.parliament.uk/petitions/700518","closed",92
"Stop breed-specific legislation and euthanising banned dogs.","https://petition.parliament.uk/petitions/700525","closed",184
"Lower the English language test exemption age for BNO visa holders from 65 to 60","https://petition.parliament.uk/petitions/700528","closed",1762
"Protections for Migrant Workers in the Care Worker Visa Sponsorship System (COS)","https://petition.parliament.uk/petitions/700533","closed",240
"Funding so the NHS can provide all services free, and pet care","https://petition.parliament.uk/petitions/700534","closed",80
"Set dates when fireworks are allowed.","https://petition.parliament.uk/petitions/700537","closed",341
"Ban holiday companies raising prices in school holidays.","https://petition.parliament.uk/petitions/700540","closed",1897
"Exempt hospices from increase in employers’ national insurance","https://petition.parliament.uk/petitions/700550","closed",630
"Ban non-stun slaughter in the UK","https://petition.parliament.uk/petitions/700557","closed",109019
"Remove the automatic right of bishops to sit in the House of Lords
","https://petition.parliament.uk/petitions/700563","closed",1027
"Provide funding for at least 1 NHS ADHD specialist clinic in each county","https://petition.parliament.uk/petitions/700568","closed",76
"Allow for all students in full-time education to receive free prescriptions.","https://petition.parliament.uk/petitions/700570","closed",291
"Provide extra emergency funding into adult social care","https://petition.parliament.uk/petitions/700576","closed",91
"Hold a referendum to decide if the UK should leave the ECHR.","https://petition.parliament.uk/petitions/700614","closed",21730
"Increase maritime enforcement to intercept and return boats to France.","https://petition.parliament.uk/petitions/700617","closed",913
"Increase funding for border security and patrols in UK waters.","https://petition.parliament.uk/petitions/700619","closed",251
"Implement regular checks on the legal status of all visa holders in the UK.","https://petition.parliament.uk/petitions/700620","closed",168
"Update the dangerous dogs act to specifically protect horses","https://petition.parliament.uk/petitions/700623","closed",20712
"Introduce Commonwealth Immigration Routes","https://petition.parliament.uk/petitions/700626","closed",51
"Conduct a review of routes into work for new graduates.","https://petition.parliament.uk/petitions/700638","closed",335
"Ban all forms of conversion therapy","https://petition.parliament.uk/petitions/700652","closed",1274
"Stop third party sites selling DVSA practical exam bookings for profit","https://petition.parliament.uk/petitions/700656","closed",136
"Inform disabled people of high success rate for PIP appeals at tribunal","https://petition.parliament.uk/petitions/700658","closed",938
"Reclassify Ketamine as a Class A drug","https://petition.parliament.uk/petitions/700671","closed",2199
"Change foreign policy so the UK is neutral and not aligned with the West","https://petition.parliament.uk/petitions/700673","closed",108
"End funding for military interventions overseas and spend taxes in the UK ","https://petition.parliament.uk/petitions/700674","closed",104
"Develop an official written Constitution in the UK","https://petition.parliament.uk/petitions/700677","closed",100
"Urgently fulfil humanitarian obligations to Gaza","https://petition.parliament.uk/petitions/700682","closed",198966
"Introduce a referendum to decide: maintain or abolish the inheritance tax.","https://petition.parliament.uk/petitions/700686","closed",555
"Lower the voting age to 16 for general elections","https://petition.parliament.uk/petitions/700687","closed",565
"Require more qualifications for teachers/teaching assistants at SEN schools","https://petition.parliament.uk/petitions/700700","closed",126
"End the Safety Valve programme and provide funding to cover SEND deficits","https://petition.parliament.uk/petitions/700708","closed",1321
"Fund the development of allergen free, vegan-friendly medications","https://petition.parliament.uk/petitions/700712","closed",522
"Fund month of celebrations of Britain's uniformed services","https://petition.parliament.uk/petitions/700714","closed",416
"Review the employer NI changes announced in the Budget","https://petition.parliament.uk/petitions/700716","closed",83
"Review of the Royal Duchies, Crown estate and sovereign grant","https://petition.parliament.uk/petitions/700719","closed",285
"Have a General Election every year as requested in 1839 by the Chartist Movement","https://petition.parliament.uk/petitions/700731","closed",249
"Reinstate full HS2 route to Manchester & Leeds to combat regional inequality.","https://petition.parliament.uk/petitions/700734","closed",199
"Hold a referendum for London to become an independent country/city state","https://petition.parliament.uk/petitions/700737","closed",28
"Reintroduce UK National ID cards for British citizens.","https://petition.parliament.uk/petitions/700738","closed",273
"Stop local councils from selling social housing to private investors","https://petition.parliament.uk/petitions/700742","closed",496
"Introduce stricter regulation of event ticket sales, resales and dynamic pricing","https://petition.parliament.uk/petitions/700756","closed",147
"Raise the maximum assisted speed to 20mph for E-bikes","https://petition.parliament.uk/petitions/700758","closed",73
"Remove Universal Credit ‘Take-home Pay’ deductions for lone parent households","https://petition.parliament.uk/petitions/700764","closed",134
"Introduce a compensation scheme for WASPI women","https://petition.parliament.uk/petitions/700765","closed",161788
"Fund routine breast screening invitations to women beyond the age of 71","https://petition.parliament.uk/petitions/700767","closed",173
"Make St. David's Day on March the 1st a Public Holiday","https://petition.parliament.uk/petitions/700770","closed",890
"Create path to Settlement for Ukrainians in the UK","https://petition.parliament.uk/petitions/700776","closed",35948
"Stop the Government from raising the tuition fee cap","https://petition.parliament.uk/petitions/700781","closed",300
"Give BN(O) visa holders access to funded childcare hours for working parents","https://petition.parliament.uk/petitions/700785","closed",24
"Increase maintenance loans for university students","https://petition.parliament.uk/petitions/700800","closed",76
"Change rules so that small cats and dogs are allowed in airplane cabins","https://petition.parliament.uk/petitions/700802","closed",580
"Drivers who hit cats in their car should stop and take the cat to a vet","https://petition.parliament.uk/petitions/700808","closed",1474
"Move Tax Bands in line with minimum wage increases","https://petition.parliament.uk/petitions/700810","closed",242
"Close the borders! Suspend ALL immigration for 5 years!","https://petition.parliament.uk/petitions/700824","closed",229773
"Ban higher car insurance premiums for over 70s based on age","https://petition.parliament.uk/petitions/700837","closed",2140
"Amend the law to allow universities to review the formation of student societies","https://petition.parliament.uk/petitions/700843","closed",21
"Create a national badge for parent and child spaces.","https://petition.parliament.uk/petitions/700850","closed",149
"Entitlement to bereavement leave after baby loss in first 24 weeks of pregnancy.","https://petition.parliament.uk/petitions/700852","closed",187
"Prohibit gambling on the timing and/or outcome of elections","https://petition.parliament.uk/petitions/700854","closed",103
"Hold a public inquiry into the work of the Family Courts","https://petition.parliament.uk/petitions/700857","closed",229
"Introduce 'Grow Your Own' Laws for Legal Medical Cannabis Patients (CBPM)","https://petition.parliament.uk/petitions/700860","closed",13029
"Legislate to ensure any gifts to MPs are taxed
 
","https://petition.parliament.uk/petitions/700865","closed",290
"Establishment of Minimum Standards for Student Housing","https://petition.parliament.uk/petitions/700869","closed",102
"Ban Food Allergy Waivers","https://petition.parliament.uk/petitions/700887","closed",75
"Review the role of Physicians Associates (PAs)","https://petition.parliament.uk/petitions/700913","closed",185
"Immediately stop all arms exports to Israel & seek ceasefire in Gaza","https://petition.parliament.uk/petitions/700918","closed",67305
"Make motorway lessons a mandatory part of UK driving test & lessons","https://petition.parliament.uk/petitions/700930","closed",65
"Review Tax Credit Overpayment system","https://petition.parliament.uk/petitions/700931","closed",29
"Fund routine Prostate Cancer screening","https://petition.parliament.uk/petitions/700934","closed",437
"Make it Law for Registered Medical Staff in the NHS to Wear Body Cameras","https://petition.parliament.uk/petitions/700946","closed",86
"National measures to prevent people leaving dog faeces on the streets.","https://petition.parliament.uk/petitions/700979","closed",193
"Protect Cats: Make Reporting Cat Accidents a Legal Requirement","https://petition.parliament.uk/petitions/700990","closed",2548
"Offer healthcare workers on tier2 visa ILR after 2 years instead of 5 years","https://petition.parliament.uk/petitions/700991","closed",4475
"Create dedicated section for UK passport holders at arrival in UK airports","https://petition.parliament.uk/petitions/700993","closed",142
"Increase statutory maternity pay.","https://petition.parliament.uk/petitions/701004","closed",361
"Provide Funding for Neurodiversity Diagnostic Assessments in State Schools","https://petition.parliament.uk/petitions/701005","closed",85
"Introduce a low interest deposit loan to help all first time buyers","https://petition.parliament.uk/petitions/701011","closed",61
"Require and fund all serving Police Dogs to have adequate protective equipment.","https://petition.parliament.uk/petitions/701016","closed",185
"Fund a scheme for 20 Years’ service Medals for PCSOs.","https://petition.parliament.uk/petitions/701023","closed",3461
"Require all delivery riders to have passed their driving test","https://petition.parliament.uk/petitions/701034","closed",148
"Ban nepotism in the workplace","https://petition.parliament.uk/petitions/701040","closed",66
"Introduce New Safe Haven Law and baby boxes to Save Infants and Support Mothers","https://petition.parliament.uk/petitions/701043","closed",82
"Restrict the use of disclaimers by police to relinquish ownership of dogs","https://petition.parliament.uk/petitions/701046","closed",123
"Fund free 'I Voted' stickers at polling stations during general elections.","https://petition.parliament.uk/petitions/701048","closed",44
"Abolish Non-Crime Hate Incidents","https://petition.parliament.uk/petitions/701051","closed",35002
"Reinstate the hard shoulder on all motorways","https://petition.parliament.uk/petitions/701062","closed",685
"Make the sale of catapults/ammunition and carrying catapults in public illegal.","https://petition.parliament.uk/petitions/701064","closed",24521
"Abolish the tv licence","https://petition.parliament.uk/petitions/701068","closed",37664
"Conduct a review of immigration laws and their impact on BNO holders.","https://petition.parliament.uk/petitions/701072","closed",113
"Make disclosing someone else’s HIV status illegal","https://petition.parliament.uk/petitions/701076","closed",57
"Change rules around royal taxation","https://petition.parliament.uk/petitions/701078","closed",125
"Allow healthcare surcharge to rollover if applicant hasn't used the NHS","https://petition.parliament.uk/petitions/701080","closed",61
"Extend the Freedom of Information Act to Registered Social Landlords (RSLs)","https://petition.parliament.uk/petitions/701088","closed",46
"Hold a statutory public inquiry into historical abuse of LGBT service personnel","https://petition.parliament.uk/petitions/701090","closed",101
"Increase the UK national speed limits","https://petition.parliament.uk/petitions/701098","closed",563
"Create more regulations for 'dark kitchens' operating in residential areas","https://petition.parliament.uk/petitions/701099","closed",38
"Taping all Social Service Interactions with people, to be provided in court","https://petition.parliament.uk/petitions/701101","closed",72
"Ban High-Silica Engineered Stone Worktops.","https://petition.parliament.uk/petitions/701109","closed",235
"Remove the ban on semi automatic firearms over .22 calibre.","https://petition.parliament.uk/petitions/701115","closed",337
"Enact the Socio-Economic Duty of the Equality Act 2010.","https://petition.parliament.uk/petitions/701117","closed",222
"Increase regulation of political advertising","https://petition.parliament.uk/petitions/701119","closed",149
"Secure the release and return of British nationals arbitrarily detained in India","https://petition.parliament.uk/petitions/701132","closed",5862
"Allow carers already in UK on sponsored visa to work for any CQC care provider","https://petition.parliament.uk/petitions/701137","closed",11542
"Increase the DWP Christmas bonus for benefit claimants to £20","https://petition.parliament.uk/petitions/701138","closed",766
"Criminalise individuals for discrimination against disabled employees in UK.","https://petition.parliament.uk/petitions/701141","closed",70
"Fund more training for police in dog control matters.","https://petition.parliament.uk/petitions/701154","closed",1381
"Fund wigs for all people who have hair loss due to a medical condition","https://petition.parliament.uk/petitions/701155","closed",130
"Shorten residency period for undocumented migrants to apply to regularise status","https://petition.parliament.uk/petitions/701156","closed",1918
"Allow transgender people to self-identify their legal gender.","https://petition.parliament.uk/petitions/701159","closed",128749
"Provide schools with money to fund teaching assistants in every class.","https://petition.parliament.uk/petitions/701162","closed",74
"Enable disabled bus pass users to travel during peak times across England","https://petition.parliament.uk/petitions/701163","closed",639
"Lower the application age for the police to 16 and allow appointment at 17","https://petition.parliament.uk/petitions/701168","closed",26
"Reduce the minimum length of the school week","https://petition.parliament.uk/petitions/701169","closed",42
"Review access to Hormone Replacement Therapy for Transgender Youth","https://petition.parliament.uk/petitions/701171","closed",173
"Indefinitely detain non-UK national terror suspects without charge","https://petition.parliament.uk/petitions/701187","closed",80
"Reverse the Tax Treatment of Double Cab Pickup Trucks in the 2024 Autumn Budget","https://petition.parliament.uk/petitions/701193","closed",2015
"Ban in-game currency from video games","https://petition.parliament.uk/petitions/701211","closed",59
"Ban LED headlights","https://petition.parliament.uk/petitions/701233","closed",6268
"UK Government to assess whether COP could be held online once every two years","https://petition.parliament.uk/petitions/701235","closed",33
"Ban the sale of caged birds.","https://petition.parliament.uk/petitions/701241","closed",171
"Automatic driving ban until driving test retake for 12 Points on a Licence.","https://petition.parliament.uk/petitions/701247","closed",423
"Hold a Public Inquiry into the Dart Charge system","https://petition.parliament.uk/petitions/701250","closed",46
"Ban the use of prong dog collars","https://petition.parliament.uk/petitions/701256","closed",166
"Stop arms sales and any military support to Ukraine and Israel","https://petition.parliament.uk/petitions/701260","closed",291
"Ban all charging for the use of public lavatories.","https://petition.parliament.uk/petitions/701265","closed",200
"Don't apply VAT to independent school fees, or remove business rates relief.","https://petition.parliament.uk/petitions/701268","closed",115560
"Pass a law to ban the addition of iron to food","https://petition.parliament.uk/petitions/701271","closed",90
"Create a CPI-adjusted Unmarried Childless Person Nil-rate Inheritance Tax band","https://petition.parliament.uk/petitions/701286","closed",33
"Increase the Lifetime ISA house price limit in line with inflation ","https://petition.parliament.uk/petitions/701287","closed",299
"Hold a review into job opportunities for newly qualified nurses","https://petition.parliament.uk/petitions/701289","closed",35
"Ban wind farms on protected peat land in England","https://petition.parliament.uk/petitions/701290","closed",15437
"Increase the installation of solar panels on commercial rooftops and carparks.","https://petition.parliament.uk/petitions/701293","closed",367
"Legislate to make identity theft a specific criminal offence.","https://petition.parliament.uk/petitions/701294","closed",107
"Require employers to notify unsuccessful job candidates and give feedback","https://petition.parliament.uk/petitions/701297","closed",152
"Ban all Fox and Stag Hunting with Dogs - including Trail Hunting","https://petition.parliament.uk/petitions/701300","closed",1501
"Ban ALL Stick on Covers for Windscreens.","https://petition.parliament.uk/petitions/701301","closed",36
"Fund nirsevimab for extremely premature babies’ protection prior to discharge","https://petition.parliament.uk/petitions/701312","closed",542
"Regulate Fair Internet Costs and Speed Equality for Households Across the UK","https://petition.parliament.uk/petitions/701328","closed",69
"Abolish the House of Lords","https://petition.parliament.uk/petitions/701336","closed",174
"RAAC Homeowners Justice: National Fund, Legislative Reform & Public Inquiry Now!","https://petition.parliament.uk/petitions/701337","closed",7655
"Hold a referendum on achieving net zero goals.","https://petition.parliament.uk/petitions/701342","closed",7041
"Increase statutory paternity leave from two weeks to four weeks.","https://petition.parliament.uk/petitions/701343","closed",155
"Government funding for home-educated children: ensure fair educational support.","https://petition.parliament.uk/petitions/701361","closed",212
"Reverse decision to increase the cap on bus fares from £2 to £3.","https://petition.parliament.uk/petitions/701368","closed",589
"Dual Cab pickup trucks keep commercial status beyond April 2025","https://petition.parliament.uk/petitions/701375","closed",379
"Increase Private pay in the army so it's not the same as the Recruits'","https://petition.parliament.uk/petitions/701377","closed",60
"Impose economic sanctions on Israel.","https://petition.parliament.uk/petitions/701379","closed",17167
"Make the registration to the Prompt Payment Code mandatory for all companies","https://petition.parliament.uk/petitions/701387","closed",81
"Review the way that student Maintenance Loans are calculated.","https://petition.parliament.uk/petitions/701392","closed",82
"Direct the UKHSA to monitor COVID infections that occur in particular settings.","https://petition.parliament.uk/petitions/701396","closed",1604
"Increase funding for SEND in schools.","https://petition.parliament.uk/petitions/701409","closed",189
"Don’t tax people on any overtime they work.","https://petition.parliament.uk/petitions/701418","closed",2978
"Do not ban social media for under 16s.","https://petition.parliament.uk/petitions/701425","closed",46
"Require schools to remove processed meats from school dinners","https://petition.parliament.uk/petitions/701433","closed",441
"Create a public holiday in November to honour and remember our veterans","https://petition.parliament.uk/petitions/701436","closed",201
"Make it easier for parents to get EOTAS via an EHC plan.","https://petition.parliament.uk/petitions/701442","closed",133
"Increase the number of politicians at remembrance ceremonies","https://petition.parliament.uk/petitions/701444","closed",18
"Bring the Parking Code of Practice into law, as per the 2019 Act of Parliament.","https://petition.parliament.uk/petitions/701453","closed",672
"Introduce statutory provision for independence referendums in Scotland & Wales.","https://petition.parliament.uk/petitions/701455","closed",7101
"Fund screening for neurodivergent conditions in schools & teacher training","https://petition.parliament.uk/petitions/701461","closed",3052
